OverallQual,GrLivArea,TotalBsmtSF,2ndFlrSF,1stFlrSF,BsmtFinSF1,GarageCars,FullBath,GarageArea,LotArea,MasVnrArea,YearBuilt,YearRemodAdd,GarageYrBlt,BsmtUnfSF,BsmtQual,LotFrontage,OpenPorchSF,OverallCond,GarageType,WoodDeckSF,TotRmsAbvGrd,MSSubClass,MoSold,BsmtExposure,LotShape,MSZoning,BedroomAbvGr,MasVnrType,ExterQual,HalfBath,FireplaceQu,KitchenQual,Condition1,BldgType,SaleCondition,Street,PavedDrive,SaleType,SalePrice
6,1732.0,741.0,755.0,977.0,0.0,2,2,476.0,9206.0,336.0,1985,1985,1985.0,741.0,None,77.0,46.0,5,Attchd,192.0,7,60,6,None,Reg,RL,3,BrkFace,Gd,1,TA,Gd,Norm,1Fam,Normal,Pave,Y,WD,178000.0
5,1535.0,0.0,0.0,1535.0,0.0,2,2,410.0,7018.0,0.0,1979,1979,1979.0,0.0,None,64.0,0.0,5,Attchd,0.0,8,90,6,None,Reg,RL,4,None,TA,0,None,TA,Norm,Duplex,Alloca,Pave,Y,WD,118964.0
7,1226.0,1226.0,0.0,1226.0,0.0,3,2,740.0,10402.0,0.0,2009,2009,2009.0,1226.0,None,94.0,36.0,5,Attchd,0.0,6,20,5,None,IR1,RL,3,None,TA,0,None,Gd,Norm,1Fam,Normal,Pave,Y,WD,198900.0
7,1818.0,1040.0,592.0,1226.0,224.0,1,1,240.0,7758.0,600.0,1931,1950,1951.0,816.0,TA,88.07950953541918,0.0,4,Detchd,0.0,7,50,6,No,Reg,RM,4,BrkFace,TA,1,TA,TA,Norm,1Fam,Normal,Pave,Y,WD,169500.0
8,1992.0,1053.0,939.0,1053.0,0.0,2,2,648.0,9375.0,768.0,2003,2004,2003.0,1053.0,None,75.0,45.0,5,Attchd,140.0,9,60,8,None,Reg,FV,3,BrkFace,Gd,1,Gd,Gd,Norm,1Fam,Normal,Pave,Y,WD,250000.0
4,1047.0,641.0,0.0,1047.0,0.0,1,1,273.0,10800.0,0.0,1885,1995,1954.0,641.0,None,60.0,0.0,7,Detchd,0.0,6,30,8,None,Reg,RM,2,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,N,WD,100000.0
5,789.0,789.0,0.0,789.0,104.0,1,1,250.0,6000.0,0.0,1948,1950,1948.0,516.0,TA,50.0,0.0,5,Detchd,0.0,5,20,4,No,Reg,RM,2,None,TA,0,None,TA,Norm,1Fam,Partial,Pave,Y,WD,115000.0
6,1844.0,1844.0,0.0,1844.0,705.0,2,2,546.0,11751.0,480.0,1977,1977,1977.0,1139.0,Gd,105.0,122.0,6,Attchd,0.0,7,20,1,No,IR1,RL,3,BrkFace,TA,0,TA,TA,Norm,1Fam,Normal,Pave,Y,COD,190000.0
6,1855.0,994.0,639.0,1216.0,444.0,1,2,325.0,9525.0,0.0,1954,1972,1954.0,550.0,TA,75.0,0.0,4,Attchd,182.0,7,50,10,No,Reg,RL,4,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,136900.0
7,1430.0,384.0,656.0,774.0,250.0,2,2,400.0,7750.0,0.0,2000,2000,2000.0,134.0,Gd,88.03408430829504,0.0,5,BuiltIn,180.0,7,80,4,No,IR1,RL,3,None,TA,1,TA,TA,Norm,1Fam,Normal,Pave,Y,WD,180000.0
7,2696.0,1264.0,1414.0,1282.0,984.0,3,2,792.0,9965.0,220.0,2007,2007,2007.0,280.0,Ex,77.0,184.0,5,BuiltIn,120.0,10,60,10,Av,Reg,RL,4,Stone,Gd,1,Gd,Ex,Norm,1Fam,Partial,Pave,Y,New,383970.0
6,2259.0,1809.0,0.0,2259.0,35.0,2,2,450.0,21000.0,184.0,1953,1953,1953.0,905.0,Gd,144.9137674618944,120.0,5,Basment,166.0,7,20,10,Mn,Reg,RL,3,BrkFace,TA,0,Gd,Gd,Norm,1Fam,Abnorml,Pave,Y,COD,217000.0
6,2320.0,1028.0,884.0,1436.0,774.0,1,2,180.0,7259.0,0.0,1945,2002,1945.0,104.0,TA,61.0,0.0,8,Detchd,224.0,9,70,7,No,IR1,RL,3,None,TA,1,TA,Gd,Norm,1Fam,Normal,Pave,Y,WD,259500.0
6,1458.0,729.0,729.0,729.0,419.0,2,2,440.0,3230.0,1129.0,1999,1999,1999.0,310.0,Gd,34.0,32.0,5,Detchd,0.0,5,160,6,No,Reg,FV,2,BrkFace,TA,1,Fa,TA,Norm,TwnhsE,Normal,Pave,Y,WD,176000.0
5,1092.0,1092.0,0.0,1092.0,170.0,1,1,288.0,11616.0,116.0,1962,1962,1962.0,252.0,TA,107.77754868245984,20.0,5,Attchd,0.0,6,20,9,No,Reg,RL,3,BrkFace,TA,0,Po,TA,Norm,1Fam,Normal,Pave,Y,WD,139000.0
5,1125.0,1125.0,0.0,1125.0,0.0,2,1,430.0,8536.0,0.0,2006,2007,2007.0,1125.0,None,74.0,64.0,5,Attchd,80.0,5,20,4,None,Reg,RL,2,None,TA,1,None,TA,Norm,1Fam,Partial,Pave,Y,New,155000.0
7,3222.0,1673.0,1523.0,1699.0,1470.0,3,3,594.0,12376.0,0.0,1990,1990,1990.0,203.0,Gd,90.0,0.0,5,Attchd,367.0,11,60,5,Mn,Reg,RL,5,None,TA,0,TA,Gd,Norm,1Fam,Normal,Pave,Y,WD,320000.0
6,1456.0,728.0,728.0,728.0,0.0,2,2,390.0,8461.0,0.0,2005,2006,2005.0,728.0,None,65.0,24.0,5,Attchd,0.0,8,60,7,None,Reg,RL,3,None,Gd,1,Gd,Gd,Norm,1Fam,Partial,Pave,Y,New,163990.0
6,988.0,938.0,0.0,988.0,938.0,2,1,540.0,21453.0,0.0,1969,1969,1969.0,0.0,TA,59.9111111111111,130.0,5,Attchd,0.0,4,80,10,Gd,IR1,RL,1,None,TA,0,TA,TA,Norm,1Fam,Normal,Pave,Y,WD,180000.0
4,1123.0,732.0,351.0,772.0,0.0,1,1,264.0,6060.0,0.0,1939,1950,1979.0,732.0,None,50.0,0.0,5,Detchd,0.0,4,50,6,None,Reg,RM,3,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,P,WD,100000.0
6,1080.0,1080.0,0.0,1080.0,570.0,1,1,288.0,9464.0,135.0,1958,1958,1958.0,510.0,TA,75.0,0.0,7,Attchd,0.0,5,20,6,No,Reg,RL,3,BrkFace,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,136000.0
6,1199.0,1199.0,0.0,1199.0,300.0,2,2,530.0,7892.0,0.0,1993,1993,1993.0,899.0,Gd,55.0,63.0,5,Attchd,0.0,5,120,3,No,Reg,RL,2,None,Gd,0,None,Gd,Norm,TwnhsE,Normal,Pave,Y,WD,153900.0
6,1586.0,1362.0,0.0,1586.0,0.0,2,2,435.0,17043.0,0.0,1979,1998,1979.0,1362.0,None,48.0,0.0,5,Attchd,192.0,7,20,1,None,IR1,RL,3,None,TA,0,TA,TA,Norm,1Fam,Normal,Pave,Y,WD,181000.0
6,958.0,1078.0,0.0,958.0,120.0,2,2,440.0,4928.0,0.0,1976,1976,1977.0,958.0,Gd,70.19971509913697,205.0,5,Attchd,0.0,5,120,2,No,IR1,RL,2,None,TA,0,TA,TA,Norm,TwnhsE,Normal,Pave,Y,WD,128000.0
6,1348.0,660.0,688.0,660.0,512.0,2,1,453.0,7590.0,266.0,1966,1966,1966.0,148.0,TA,69.0,108.0,5,Attchd,188.0,6,60,7,No,Reg,RL,3,BrkFace,TA,1,Fa,TA,PosN,1Fam,Normal,Pave,Y,WD,155000.0
5,1053.0,1008.0,0.0,1053.0,567.0,2,1,750.0,8973.0,85.0,1958,1991,1998.0,413.0,TA,69.0,80.0,7,2Types,0.0,6,20,7,No,Reg,RL,3,BrkFace,TA,1,None,Ex,Norm,1Fam,Abnorml,Pave,Y,WD,150000.0
7,2157.0,924.0,941.0,1216.0,445.0,2,2,487.0,14200.0,309.0,1966,1966,1966.0,479.0,TA,88.0,66.0,6,Attchd,105.0,8,60,5,No,Reg,RL,4,BrkFace,TA,1,Gd,Gd,Norm,1Fam,Normal,Pave,Y,WD,226000.0
6,2054.0,992.0,1032.0,1022.0,695.0,2,2,390.0,12224.0,40.0,2000,2000,2000.0,297.0,Gd,110.56219968868204,48.0,5,BuiltIn,24.0,7,60,7,No,IR1,RL,3,BrkFace,Gd,1,TA,Gd,Norm,1Fam,Normal,Pave,Y,WD,244000.0
5,1327.0,1063.0,0.0,1327.0,405.0,2,1,624.0,7388.0,0.0,1959,2002,1974.0,658.0,TA,75.0,0.0,6,Detchd,0.0,7,20,7,No,Reg,RL,3,None,TA,0,None,Gd,Norm,1Fam,Normal,Pave,Y,WD,150750.0
8,1296.0,1267.0,0.0,1296.0,1005.0,2,2,471.0,6853.0,136.0,2001,2002,2001.0,262.0,Ex,82.78284846512591,25.0,5,Attchd,192.0,6,20,6,No,IR1,RL,2,BrkFace,Gd,0,None,Gd,Norm,1Fam,Normal,Pave,Y,WD,220000.0
5,1721.0,1461.0,0.0,1721.0,570.0,2,2,440.0,10335.0,0.0,1968,1993,1968.0,891.0,TA,78.0,96.0,6,Attchd,0.0,7,20,7,No,IR1,RL,3,None,TA,1,TA,TA,Norm,1Fam,Normal,Pave,Y,WD,180000.0
7,1682.0,1304.0,0.0,1682.0,0.0,2,2,530.0,10400.0,288.0,1970,1970,1970.0,1304.0,None,80.0,0.0,6,Attchd,98.0,7,20,5,None,Reg,RL,3,BrkFace,TA,0,Gd,TA,Norm,1Fam,Normal,Pave,Y,WD,174000.0
5,1214.0,1214.0,0.0,1214.0,695.0,1,2,318.0,10355.0,196.0,1967,1967,1967.0,519.0,TA,101.75952043912156,111.0,5,Attchd,0.0,5,20,7,No,IR1,RL,3,BrkFace,TA,0,Fa,TA,Norm,1Fam,Normal,Pave,Y,WD,143000.0
7,1959.0,1907.0,0.0,1959.0,0.0,3,3,766.0,11070.0,70.0,1988,1989,1989.0,1907.0,None,82.0,0.0,5,2Types,0.0,9,90,7,None,Reg,RL,5,BrkFace,TA,0,None,TA,Norm,Duplex,Family,Pave,Y,WD,171000.0
8,1852.0,1004.0,848.0,1004.0,668.0,3,2,660.0,9066.0,320.0,1999,2000,1999.0,336.0,Gd,73.0,106.0,5,Attchd,224.0,7,60,12,Mn,IR1,RL,3,BrkFace,Gd,1,TA,Gd,Norm,1Fam,Normal,Pave,Y,WD,230000.0
6,1764.0,928.0,836.0,928.0,821.0,2,2,470.0,15426.0,0.0,1997,1997,1997.0,107.0,Gd,65.0,99.0,5,Attchd,276.0,7,60,8,No,IR1,RL,3,None,TA,1,None,Gd,Norm,1Fam,Normal,Pave,Y,WD,231500.0
7,1734.0,1734.0,0.0,1734.0,1300.0,2,2,660.0,11645.0,0.0,2005,2005,2005.0,434.0,Gd,78.0,24.0,5,Attchd,160.0,7,20,1,Av,Reg,RL,3,None,Gd,0,None,Gd,Norm,1Fam,Normal,Pave,Y,WD,260000.0
5,1385.0,910.0,475.0,910.0,507.0,2,2,720.0,8520.0,0.0,1952,1952,2000.0,403.0,TA,71.0,0.0,4,Detchd,0.0,6,50,6,No,Reg,RL,4,None,TA,0,None,TA,Artery,1Fam,Normal,Pave,Y,WD,166000.0
7,1501.0,1490.0,0.0,1501.0,679.0,2,2,577.0,10335.0,183.0,1999,1999,1999.0,811.0,Gd,78.0,29.0,5,Attchd,144.0,6,20,6,Gd,IR1,RL,3,BrkFace,Gd,0,None,Gd,Norm,1Fam,Normal,Pave,Y,WD,204000.0
5,1728.0,1728.0,0.0,1728.0,1332.0,2,2,504.0,9100.0,336.0,1963,1963,1963.0,396.0,TA,70.0,0.0,5,Detchd,0.0,10,90,11,No,Reg,RM,6,BrkFace,TA,0,None,TA,RRAe,Duplex,Abnorml,Pave,Y,ConLI,125000.0
6,1709.0,970.0,739.0,970.0,0.0,2,2,380.0,2522.0,50.0,2004,2006,2004.0,970.0,None,24.0,40.0,5,Detchd,0.0,7,160,4,None,Reg,RM,3,Stone,Gd,0,None,Gd,Norm,Twnhs,Normal,Pave,Y,WD,130000.0
5,875.0,715.0,0.0,875.0,209.0,1,1,180.0,6120.0,0.0,1931,1993,1931.0,506.0,TA,51.0,0.0,7,Detchd,48.0,5,30,11,No,Reg,RM,2,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,105000.0
7,2035.0,884.0,1151.0,884.0,0.0,2,2,434.0,9505.0,180.0,2001,2001,2001.0,884.0,None,59.9111111111111,48.0,5,BuiltIn,144.0,8,60,5,None,IR1,RL,3,BrkFace,Gd,1,Gd,Gd,Norm,1Fam,Normal,Pave,Y,WD,222500.0
5,1344.0,896.0,448.0,896.0,0.0,1,1,240.0,6240.0,0.0,1936,1950,1936.0,896.0,None,78.99367063252599,114.0,4,Detchd,200.0,7,50,4,None,Reg,RM,3,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,115000.0
5,969.0,969.0,0.0,969.0,716.0,2,1,440.0,10356.0,0.0,1975,1975,1975.0,253.0,TA,120.0,0.0,6,Attchd,0.0,5,20,1,Av,Reg,RL,3,None,TA,1,None,TA,Norm,1Fam,Normal,Pave,Y,WD,122000.0
8,1710.0,1710.0,0.0,1710.0,1400.0,3,2,866.0,13891.0,436.0,2007,2008,2007.0,310.0,Ex,107.0,102.0,5,Attchd,0.0,6,20,1,Gd,Reg,RL,2,Stone,Gd,0,Gd,Gd,Norm,1Fam,Partial,Pave,Y,New,372402.0
6,1993.0,825.0,896.0,1097.0,416.0,2,2,495.0,14803.0,252.0,1971,1971,1971.0,409.0,TA,59.9111111111111,66.0,5,Attchd,0.0,8,60,6,No,IR1,RL,4,BrkFace,TA,1,Gd,TA,Norm,1Fam,Normal,Pave,Y,WD,190000.0
6,1252.0,1602.0,0.0,1252.0,429.0,2,1,564.0,13500.0,0.0,1960,1975,1960.0,93.0,Gd,116.18950038622248,0.0,7,Attchd,409.0,4,20,3,Gd,Reg,RL,1,None,TA,0,Gd,TA,Norm,1Fam,Normal,Pave,Y,WD,235000.0
6,1200.0,1200.0,0.0,1200.0,0.0,1,1,312.0,11340.0,0.0,1923,1950,1923.0,1200.0,None,84.0,0.0,5,Detchd,0.0,7,30,3,None,Reg,RM,4,None,TA,0,None,TA,Norm,1Fam,Family,Pave,Y,WD,125000.0
5,1040.0,0.0,0.0,1040.0,0.0,2,1,625.0,7200.0,0.0,1950,1950,1950.0,0.0,None,60.0,0.0,7,Detchd,0.0,5,20,6,None,Reg,RL,2,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,109500.0
8,1968.0,774.0,1194.0,774.0,0.0,3,2,680.0,12003.0,84.0,2009,2010,2009.0,774.0,None,92.0,75.0,5,BuiltIn,0.0,8,60,5,None,Reg,RL,4,BrkFace,Gd,1,Gd,Ex,Norm,1Fam,Partial,Pave,Y,New,269500.0
7,1947.0,991.0,956.0,991.0,222.0,2,2,678.0,12552.0,0.0,2004,2005,2004.0,769.0,Gd,100.0,136.0,5,Attchd,0.0,8,60,5,No,Reg,FV,3,None,Gd,1,Gd,Gd,Norm,1Fam,Normal,Pave,Y,WD,254900.0
7,2462.0,1392.0,1070.0,1392.0,57.0,2,2,576.0,19378.0,456.0,2005,2006,2006.0,1335.0,Gd,134.0,132.0,5,Attchd,239.0,9,60,3,Mn,IR1,RL,4,BrkFace,Gd,1,Gd,Gd,Norm,1Fam,Partial,Pave,Y,New,320000.0
6,1232.0,1232.0,0.0,1232.0,660.0,2,2,516.0,11120.0,0.0,1984,1984,1984.0,572.0,Gd,59.9111111111111,0.0,6,Attchd,0.0,6,20,6,No,IR1,RL,3,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,162500.0
9,2668.0,1572.0,1096.0,1572.0,1016.0,3,2,726.0,13688.0,664.0,2003,2004,2003.0,556.0,Ex,110.0,0.0,5,BuiltIn,400.0,10,60,3,Av,IR1,RL,3,BrkFace,Gd,1,Gd,Ex,Norm,1Fam,Normal,Pave,Y,WD,412500.0
7,1541.0,1541.0,0.0,1541.0,1201.0,2,2,532.0,12182.0,226.0,2005,2005,2005.0,340.0,Gd,95.0,70.0,5,Attchd,0.0,7,20,5,Mn,Reg,RL,3,BrkFace,Gd,0,Gd,Gd,Norm,1Fam,Partial,Pave,Y,New,220000.0
6,1616.0,1149.0,467.0,1149.0,370.0,1,2,216.0,5400.0,0.0,1926,2004,1926.0,779.0,TA,40.0,0.0,7,Detchd,0.0,5,40,10,Mn,Reg,RM,3,None,TA,0,None,Gd,Norm,1Fam,Normal,Pave,Y,WD,152000.0
5,1867.0,1617.0,0.0,1867.0,379.0,1,1,303.0,10708.0,0.0,1955,1993,1955.0,470.0,TA,103.47946656221224,0.0,5,Attchd,476.0,7,20,11,No,IR1,RL,2,None,Gd,0,Gd,TA,Norm,1Fam,Normal,Pave,Y,COD,190000.0
8,2161.0,1582.0,551.0,1610.0,1288.0,3,1,789.0,10562.0,300.0,2007,2007,2007.0,294.0,Ex,86.0,120.0,5,Attchd,178.0,8,60,11,No,Reg,RL,3,Stone,Gd,1,Gd,Ex,Norm,1Fam,Partial,Pave,Y,New,325624.0
7,1720.0,840.0,880.0,840.0,0.0,2,2,440.0,8244.0,0.0,2004,2004,2004.0,840.0,None,62.0,48.0,5,Attchd,100.0,7,60,5,None,IR1,RL,3,None,Gd,1,Gd,Gd,Norm,1Fam,Normal,Pave,Y,WD,183500.0
8,1707.0,1686.0,0.0,1707.0,0.0,2,2,511.0,16669.0,653.0,1981,1981,1981.0,1686.0,None,129.10848151845022,64.0,6,Attchd,574.0,6,20,1,None,IR1,RL,2,BrkFace,Gd,1,TA,TA,Norm,1Fam,Normal,Pave,Y,WD,228000.0
5,1382.0,720.0,0.0,854.0,360.0,2,1,660.0,12358.0,0.0,1941,1950,1991.0,360.0,TA,111.16654172906524,0.0,6,Detchd,237.0,7,50,5,No,IR1,RM,2,None,TA,1,None,TA,Feedr,1Fam,Normal,Pave,Y,WD,128500.0
6,1656.0,1080.0,0.0,1656.0,639.0,2,1,528.0,31770.0,112.0,1960,1960,1960.0,441.0,TA,141.0,62.0,5,Attchd,210.0,7,20,5,Gd,IR1,RL,3,Stone,TA,0,Gd,TA,Norm,1Fam,Normal,Pave,P,WD,215000.0
7,1767.0,1064.0,703.0,1064.0,495.0,2,2,504.0,5306.0,0.0,1987,1987,1987.0,354.0,Gd,44.0,35.0,7,Attchd,441.0,5,160,6,No,IR1,RL,2,None,Gd,0,TA,Gd,Norm,TwnhsE,Normal,Pave,Y,WD,239000.0
6,1362.0,1362.0,0.0,1362.0,288.0,2,1,504.0,10197.0,491.0,1961,1961,1961.0,700.0,TA,80.0,20.0,5,Attchd,0.0,6,20,6,No,IR1,RL,3,BrkCmn,TA,1,TA,TA,Norm,1Fam,Normal,Pave,Y,COD,163000.0
6,1651.0,1606.0,0.0,1651.0,1398.0,2,2,616.0,12416.0,132.0,1986,1986,1986.0,0.0,Gd,47.0,0.0,5,Attchd,192.0,7,20,11,No,IR1,RL,3,Stone,TA,0,TA,TA,Norm,1Fam,Normal,Pave,Y,WD,184000.0
6,2158.0,1202.0,0.0,2158.0,477.0,2,2,576.0,12615.0,0.0,1950,2001,1950.0,725.0,TA,84.0,29.0,7,Attchd,0.0,7,20,6,Av,Reg,RL,4,None,TA,0,Gd,Gd,Norm,1Fam,Normal,Pave,Y,WD,243000.0
6,2060.0,1151.0,896.0,1164.0,831.0,2,2,521.0,10029.0,268.0,1988,1989,1988.0,320.0,Gd,97.0,228.0,5,Attchd,0.0,8,60,9,No,IR1,RL,4,BrkFace,Gd,1,TA,TA,Norm,1Fam,Normal,Pave,Y,WD,211000.0
5,1920.0,1052.0,668.0,1252.0,57.0,2,2,451.0,13650.0,0.0,1958,1958,1958.0,554.0,TA,116.83321445547922,0.0,5,Attchd,0.0,8,50,7,No,Reg,RL,4,None,Gd,0,Gd,Gd,Norm,1Fam,Normal,Pave,Y,WD,172500.0
9,2234.0,2216.0,0.0,2234.0,1904.0,3,2,1166.0,17423.0,748.0,2008,2009,2009.0,312.0,Ex,63.0,60.0,5,Attchd,0.0,9,20,7,No,IR1,RL,1,Stone,Ex,0,Gd,Ex,Norm,1Fam,Partial,Pave,Y,New,501837.0
5,968.0,968.0,0.0,968.0,0.0,2,1,480.0,8520.0,0.0,1923,2006,1935.0,968.0,None,60.0,0.0,6,Detchd,0.0,5,30,7,None,Reg,RM,2,None,Gd,0,None,TA,Norm,1Fam,Normal,Pave,N,WD,100000.0
6,1525.0,756.0,756.0,769.0,436.0,2,2,440.0,2117.0,456.0,2000,2000,2000.0,320.0,Gd,46.01086828130936,0.0,5,Detchd,0.0,5,160,6,No,Reg,FV,3,BrkFace,Gd,1,TA,Gd,Norm,Twnhs,Normal,Pave,Y,WD,177000.0
7,1802.0,793.0,901.0,901.0,352.0,1,1,216.0,7588.0,0.0,1920,1950,1920.0,441.0,Fa,54.0,0.0,6,Detchd,0.0,9,70,7,No,Reg,RL,4,None,TA,1,Gd,TA,Norm,1Fam,Normal,Pave,Y,WD,200100.0
5,1340.0,0.0,0.0,1340.0,0.0,1,1,252.0,9060.0,98.0,1957,2006,1957.0,0.0,None,60.0,0.0,6,Attchd,116.0,7,20,6,None,Reg,RL,3,BrkFace,TA,0,Gd,TA,Artery,1Fam,Normal,Pave,Y,WD,120000.0
7,2082.0,1362.0,720.0,1362.0,0.0,2,2,484.0,11426.0,0.0,2003,2003,2003.0,1362.0,None,63.0,238.0,5,Detchd,280.0,6,50,6,None,Reg,RM,3,None,TA,1,None,Gd,Norm,1Fam,Normal,Pave,N,WD,200000.0
5,1252.0,504.0,316.0,936.0,0.0,2,1,576.0,7438.0,0.0,1908,1991,1986.0,504.0,None,92.0,0.0,8,Attchd,104.0,5,50,6,None,IR1,RL,3,None,TA,0,None,TA,RRAn,1Fam,Normal,Pave,Y,WD,127000.0
10,3608.0,1107.0,1518.0,1518.0,0.0,3,2,840.0,22950.0,0.0,1892,1993,1993.0,1107.0,None,90.0,260.0,9,Detchd,0.0,12,75,6,None,IR2,RM,4,None,Gd,1,TA,Ex,Artery,1Fam,Normal,Pave,Y,WD,475000.0
7,1217.0,1188.0,0.0,1217.0,611.0,2,2,497.0,9947.0,0.0,1990,1991,1990.0,577.0,Gd,59.9111111111111,27.0,5,Attchd,168.0,6,80,6,Av,IR1,RL,3,None,TA,0,None,Gd,Norm,1Fam,Normal,Pave,Y,WD,173000.0
5,1656.0,660.0,704.0,808.0,0.0,1,2,180.0,10410.0,0.0,1916,1987,1916.0,660.0,None,60.0,0.0,7,Detchd,0.0,8,50,8,None,Reg,RL,3,None,TA,1,None,TA,Norm,1Fam,Normal,Pave,N,WD,135000.0
5,1224.0,1086.0,0.0,1224.0,1086.0,2,0,528.0,7018.0,275.0,1979,1979,1979.0,0.0,Gd,64.0,0.0,5,Detchd,120.0,6,90,6,Av,Reg,RL,2,Stone,TA,2,TA,TA,Feedr,Duplex,Alloca,Pave,Y,WD,153337.0
8,1593.0,1593.0,0.0,1593.0,1153.0,2,1,682.0,4923.0,0.0,2001,2002,2001.0,440.0,Ex,41.0,120.0,5,Attchd,0.0,5,120,8,Av,Reg,RL,0,None,Gd,1,Gd,Ex,Norm,TwnhsE,Normal,Pave,Y,WD,286000.0
8,2727.0,853.0,1178.0,1549.0,297.0,2,2,440.0,10570.0,0.0,1932,1994,1932.0,556.0,Gd,70.0,74.0,8,Detchd,0.0,10,70,12,No,Reg,RL,3,None,Gd,1,TA,Gd,Norm,1Fam,Normal,Pave,Y,WD,315000.0
7,1479.0,725.0,754.0,725.0,626.0,2,1,484.0,7472.0,138.0,1972,2004,1972.0,99.0,TA,59.9111111111111,32.0,9,Attchd,0.0,7,60,6,No,IR1,RL,4,BrkFace,TA,1,None,Gd,Norm,1Fam,Normal,Pave,Y,WD,184000.0
7,1431.0,1431.0,0.0,1431.0,560.0,2,2,666.0,9017.0,0.0,1999,1999,1999.0,871.0,Gd,68.0,35.0,5,Attchd,0.0,6,20,9,Av,IR1,RL,3,None,Gd,0,None,Gd,Norm,1Fam,Normal,Pave,Y,WD,192000.0
7,1709.0,970.0,739.0,970.0,0.0,2,2,380.0,2522.0,50.0,2004,2004,2004.0,970.0,None,24.0,40.0,5,Detchd,0.0,7,160,5,None,Reg,RM,3,Stone,Gd,0,None,Gd,Norm,Twnhs,Normal,Pave,Y,WD,130000.0
5,864.0,864.0,0.0,864.0,390.0,1,1,352.0,7180.0,0.0,1972,1972,1989.0,474.0,TA,60.0,0.0,7,Detchd,0.0,5,20,5,Av,IR1,RL,3,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,127000.0
6,1456.0,855.0,601.0,855.0,566.0,2,2,440.0,2280.0,0.0,1976,1976,1976.0,289.0,Gd,24.0,0.0,6,Attchd,87.0,7,160,7,No,Reg,RL,3,None,TA,1,TA,TA,Norm,Twnhs,Normal,Pave,Y,WD,148500.0
7,1726.0,1726.0,0.0,1726.0,1126.0,3,2,786.0,9416.0,205.0,2007,2007,2007.0,600.0,Ex,79.0,138.0,5,Attchd,171.0,8,20,9,No,Reg,RL,3,Stone,Ex,0,Gd,Ex,Norm,1Fam,Partial,Pave,Y,New,311872.0
8,3112.0,1360.0,1360.0,1360.0,1036.0,2,2,795.0,25419.0,0.0,1918,1990,1918.0,140.0,TA,174.0,16.0,4,Detchd,0.0,8,75,3,No,Reg,RL,4,None,Gd,0,Ex,Gd,Artery,1Fam,Abnorml,Pave,Y,WD,235000.0
8,1713.0,1713.0,0.0,1713.0,1088.0,3,2,856.0,9591.0,262.0,2004,2005,2004.0,625.0,Ex,76.0,26.0,5,Attchd,0.0,7,20,1,Av,Reg,RL,3,BrkFace,Gd,0,Gd,Ex,Norm,1Fam,Normal,Pave,Y,WD,274900.0
4,1121.0,1121.0,0.0,1121.0,0.0,2,2,440.0,8546.0,0.0,2003,2004,2003.0,1121.0,None,80.0,64.0,5,Attchd,132.0,5,20,3,None,Reg,RM,2,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,140000.0
6,1279.0,1196.0,0.0,1279.0,641.0,2,2,473.0,10125.0,0.0,1977,1977,1980.0,276.0,TA,75.0,83.0,6,Detchd,238.0,6,20,2,No,Reg,RL,3,None,TA,0,Fa,TA,Norm,1Fam,Normal,Pave,Y,WD,171500.0
6,1310.0,617.0,445.0,865.0,617.0,1,2,398.0,7000.0,0.0,1924,1950,1924.0,0.0,Fa,50.0,0.0,6,Attchd,0.0,6,50,5,No,Reg,RL,2,None,TA,0,None,TA,Artery,1Fam,Normal,Pave,Y,COD,112000.0
6,848.0,848.0,0.0,848.0,662.0,2,1,420.0,4438.0,205.0,2004,2004,2004.0,186.0,Gd,66.61831579978588,0.0,5,Attchd,149.0,3,120,1,Av,Reg,RM,1,BrkFace,Gd,0,Gd,Gd,Norm,TwnhsE,Normal,Pave,Y,WD,149000.0
5,1284.0,720.0,564.0,720.0,312.0,1,1,240.0,3500.0,0.0,1947,1950,1948.0,408.0,TA,50.0,35.0,7,Detchd,0.0,5,50,4,No,Reg,RM,2,None,TA,1,None,TA,Norm,1Fam,Normal,Pave,Y,WD,110000.0
7,1442.0,1424.0,0.0,1442.0,0.0,2,2,500.0,11851.0,0.0,1990,1990,1990.0,1424.0,None,99.0,34.0,5,Attchd,0.0,5,20,5,None,Reg,RL,3,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,180500.0
5,1696.0,1140.0,0.0,1696.0,0.0,1,1,349.0,13673.0,0.0,1962,1962,1962.0,1140.0,None,40.0,30.0,5,Attchd,0.0,8,20,3,None,IR1,RL,3,None,TA,1,TA,TA,RRAe,1Fam,Normal,Pave,Y,WD,143900.0
